3900195	1500	1500
3910172	1500	1500
3920197	1500	1500
3930175	1500	1500
3940168	1500	1500
3950134	1500	1500
3960200	1500	1500
3970186	1500	1500
3980175	1500	1500
3990172	1500	1500
4000166	1500	1500
4020165	1500	1500
4030140	1500	1500
4040174	1500	1500
4050167	1500	1500
4060169	1500	1500
4070198	1500	1500
4080205	1500	1500
4090185	1500	1500
4100151	1500	1500
4110201	1500	1500
4120168	1500	1500
4140203	1500	1500
4150172	1500	1500
4160202	1500	1500
4170209	1500	1500
4180198	1500	1500
4190185	1500	1500
4200184	1500	1500
4210139	1500	1500
4220145	1500	1500
4230166	1500	1500
4250202	1500	1500
4260163	1500	1500
4270196	1500	1500
4280195	1500	1500
4290185	1500	1500
4300158	1500	1500
4310138	1500	1500
4320167	1500	1500
4330194	1500	1500
4340152	1500	1500
4350185	1500	1500
4370204	1500	1500
4380193	1500	1500
4390170	1500	1500
4400196	1500	1500
4410148	1500	1500
4420158	1500	1500
4430185	1500	1500
4440165	1500	1500
4450164	1500	1500
4460166	1500	1500
4480155	1500	1500
4490191	1500	1500
4500174	1500	1500
4510155	1500	1500
4520138	1500	1500
4530149	1500	1500
4540169	1500	1500
4550170	1500	1500
4560173	1500	1500
4570150	1500	1500
4580161	1500	1500
4590170	1512	1540
4600170	1520	1555
4610143	1524	1575
4630160	1528	1585
4640172	1530	1595
4650190	1532	1600
4660198	1534	1605
4670196	1536	1610
4680173	1536	1615
4690202	1538	1615
4700165	1538	1615
4710170	1540	1620
4720156	1546	1635
4740156	1546	1635
4750174	1550	1680
4760189	1550	1695
4770188	1550	1700
4780173	1550	1705
4790149	1550	1705
4800170	1550	1705
4810172	1550	1705
4820173	1548	1710
4830170	1546	1720
4840150	1538	1740
4860196	1526	1780
4870200	1526	1780
4880176	1522	1815
4890170	1520	1830
4900173	1520	1845
4910172	1520	1860
4920153	1520	1870
4930135	1520	1875
4940152	1520	1885
4950201	1522	1900
4960187	1522	1910
4970172	1524	1915
4990159	1524	1925
5000174	1524	1935
5010173	1524	1945
5020171	1524	1945
5030193	1526	1965
5040193	1524	1965
5050192	1524	1965
5060152	1524	1965
5070182	1524	1965
5080184	1524	1970
5090195	1524	1970
5110169	1524	1970
5120197	1524	1970
5130155	1522	1970
5140197	1522	1970
5150152	1520	1975
5160160	1518	1975
5170183	1518	1975
5180200	1518	1975
5190197	1518	1975
5200174	1518	1975
5210184	1518	1975
5230161	1518	1975
5240176	1518	1975
5250149	1520	1975
5260144	1522	1975
5270134	1526	1965
5280191	1526	1965
5290171	1528	1960
5300193	1530	1960
5310187	1532	1960
5320185	1538	1955
5340174	1540	1955
5350212	1542	1950
5360198	1546	1950
5370196	1546	1950
5380197	1548	1945
5390201	1548	1945
5400195	1552	1940
5410177	1552	1940
5420167	1554	1940
5430199	1554	1940
5450191	1556	1940
5460195	1556	1940
5470171	1556	1940
5480160	1556	1935
5490178	1558	1935
5500205	1558	1935
5510184	1558	1935
5520173	1558	1935
5530137	1558	1935
5540182	1558	1935
5550168	1558	1935
5570174	1558	1935
5580166	1558	1935
5590152	1556	1935
5600172	1556	1935
5610183	1558	1935
5620193	1558	1935
5630185	1558	1935
5640173	1558	1935
5650194	1558	1935
5660184	1558	1935
5670185	1558	1935
5690192	1558	1935
5700196	1558	1935
5710204	1558	1935
5720190	1558	1935
5730192	1558	1935
5740194	1558	1935
5750199	1558	1935
5760163	1556	1935
5770163	1556	1935
5780167	1556	1935
5790156	1556	1935
5810169	1556	1935
5820152	1556	1935
5830150	1556	1935
5840162	1556	1935
5850161	1556	1935
5860158	1556	1935
5870161	1556	1935
5880165	1556	1935
5890151	1554	1935
5900166	1554	1935
5920176	1554	1935
5930183	1554	1935
5940169	1556	1935
5950172	1556	1935
5960176	1554	1935
5970174	1554	1935
5980164	1554	1940
5990159	1554	1935
6000149	1554	1940
6010165	1554	1940
6030182	1554	1940
6040177	1554	1940
6050178	1554	1940
6060160	1554	1940
6070170	1554	1940
6080159	1554	1940
6090152	1554	1935
6100159	1554	1940
6110165	1554	1940
6120157	1554	1940
6140171	1554	1940
6150169	1554	1940
6160150	1554	1940
6170148	1554	1940
6180170	1554	1940
6190166	1554	1940
6200168	1554	1940
6210160	1552	1940
6220202	1552	1940
6230162	1552	1940
6240152	1552	1940
6260175	1552	1940
6270176	1550	1940
6280184	1550	1940
6290181	1550	1940
6300183	1550	1940
6310191	1550	1940
6320200	1550	1940
6330165	1550	1940
6340181	1550	1940
6350175	1550	1940
6360166	1550	1940
