3710192	1500	1500
3720169	1500	1500
3740138	1500	1500
3750124	1500	1500
3760127	1500	1500
3770121	1500	1500
3780165	1500	1500
3790192	1500	1500
3800134	1500	1500
3810144	1500	1500
3820181	1500	1500
3830146	1500	1475
3850203	1500	1465
3860164	1500	1445
3870154	1500	1430
3880191	1500	1395
3890170	1500	1320
3900168	1500	1320
3910155	1500	1285
3920179	1500	1265
3930149	1500	1255
3940169	1500	1240
3950165	1500	1230
3970183	1500	1220
3980188	1500	1210
3990188	1500	1200
4000188	1500	1180
4010170	1500	1180
4020180	1500	1180
4030191	1500	1165
4040224	1500	1160
4050175	1500	1150
4070194	1500	1145
4080225	1500	1140
4090194	1510	1135
4100209	1512	1130
4110177	1514	1130
4120189	1516	1130
4130191	1516	1130
4140219	1522	1130
4150185	1524	1130
4160144	1526	1130
4180220	1528	1125
4190223	1532	1125
4200222	1534	1125
4210158	1534	1125
4220165	1544	1125
4230192	1548	1125
4240189	1550	1125
4250196	1552	1125
4260175	1552	1125
4270166	1552	1125
4290189	1554	1125
4300202	1554	1125
4310192	1556	1125
4320182	1556	1125
4330143	1562	1120
4340133	1564	1120
4350163	1564	1120
4360193	1566	1120
4370167	1564	1120
4380165	1564	1120
4390160	1564	1120
4400130	1564	1120
4420194	1564	1120
4430209	1564	1120
4440191	1564	1125
4450154	1564	1130
4460178	1564	1135
4470191	1564	1135
4480188	1564	1135
4490187	1564	1140
4500199	1562	1140
4510145	1562	1140
4520167	1562	1140
4540166	1560	1140
4550208	1560	1140
4560180	1560	1145
4570193	1560	1145
4580172	1560	1145
4590157	1560	1145
4600188	1560	1145
4610160	1560	1145
4620183	1560	1140
4630165	1560	1140
4650188	1560	1140
4660166	1560	1140
4670181	1560	1140
4680195	1560	1140
4690188	1560	1140
4700173	1560	1140
4710193	1560	1140
4720189	1560	1140
4730203	1560	1140
4740190	1560	1140
4760172	1560	1140
4770177	1560	1140
4780162	1560	1140
4790129	1560	1145
4800186	1560	1145
4810162	1560	1145
4820176	1560	1150
4830174	1560	1155
5024649	1542	1375
5034712	1542	1375
5044716	1534	1385
5054749	1534	1385
5064735	1534	1385
5074736	1534	1385
5084716	1534	1390
5094719	1534	1390
5104829	1534	1390
5114816	1534	1390
5124783	1532	1390
5134765	1532	1390
5144793	1532	1390
5154792	1532	1390
5164793	1532	1390
5174755	1532	1390
5194763	1532	1390
5204800	1532	1390
5214789	1532	1390
5224799	1532	1390
5234794	1532	1390
5244825	1532	1390
5254825	1532	1390
5264792	1532	1390
5274795	1532	1390
5284767	1532	1390
5294784	1532	1390
5314826	1532	1390
5324795	1532	1390
5334802	1532	1390
5344781	1532	1385
5354772	1532	1380
5364794	1532	1375
5374795	1532	1375
5384812	1532	1370
5394796	1534	1370
5404747	1538	1360
5424789	1538	1355
5434790	1538	1350
5444836	1538	1345
5454840	1540	1345
5464791	1540	1340
5474785	1540	1340
5484792	1542	1335
5494831	1542	1325
5504811	1542	1320
5514745	1544	1315
5534742	1544	1315
5544776	1544	1315
5554797	1544	1315
5564781	1544	1315
5574802	1546	1315
5584896	1546	1315
5594847	1546	1315
5604815	1546	1320
5614754	1546	1320
5624877	1546	1325
5634781	1546	1330
5654787	1546	1335
5664783	1548	1335
5674781	1548	1340
5684796	1548	1340
5694798	1548	1340
5704791	1548	1340
5714791	1548	1340
5724779	1548	1340
5734767	1548	1345
5754793	1548	1345
5764794	1548	1345
5774795	1548	1345
5784797	1546	1345
5794793	1546	1345
5804743	1548	1345
5814795	1548	1345
5824793	1546	1345
5834785	1546	1345
5844828	1546	1350
5864794	1546	1350
5874794	1546	1350
5884804	1546	1350
5894795	1546	1350
5904747	1546	1350
5914734	1546	1350
5924731	1546	1350
5934756	1546	1350
5944811	1546	1350
5954796	1546	1355
5964770	1546	1355
5984808	1546	1360
5994808	1544	1365
6004744	1544	1365
6014783	1542	1370
6024783	1542	1375
6034776	1540	1375
6044787	1540	1375
6054780	1540	1380
6064797	1538	1390
6074792	1538	1390
6084769	1534	1400
6104826	1532	1405
6114794	1532	1405
6124796	1532	1405
6134767	1532	1405
6144766	1532	1410
6154767	1532	1410
6164813	1532	1410
6174766	1532	1410
6184790	1530	1415
6194797	1530	1415
6204747	1530	1415
6214744	1530	1415
6234823	1530	1415
6244798	1530	1415
6254773	1530	1415
6264751	1530	1415
6274772	1530	1415
6284772	1530	1415
6294788	1530	1415
6304839	1530	1415
6314798	1528	1420
6324784	1528	1420
6344836	1528	1420
6354776	1528	1420
6364825	1528	1420
6374798	1528	1425
6384778	1528	1425
6394746	1528	1425
6404751	1528	1425
6414799	1528	1425
6424790	1528	1425
6434750	1528	1425
6444766	1528	1425
6464750	1526	1425
6474784	1526	1425
6484793	1526	1425
6494795	1526	1430
6504759	1526	1430
6514762	1526	1430
6524797	1526	1430
6534791	1526	1430
6544828	1526	1430
6554789	1526	1430
6564748	1526	1430
6574759	1526	1430
6594815	1526	1430
6604794	1526	1430
6614741	1526	1430
6624748	1526	1430
6634771	1526	1430
6644769	1526	1430
6654772	1526	1430
6664748	1526	1430
6674781	1526	1430
6694792	1526	1430
6704824	1526	1430
6714749	1526	1430
6724778	1526	1430
6734741	1526	1430
6744765	1526	1430
6754800	1526	1430
6764755	1528	1430
6774802	1528	1430
6794746	1528	1430
6804765	1528	1430
6814764	1528	1430
6824765	1528	1435
6834793	1528	1435
6844768	1530	1440
6854792	1530	1440
6864814	1532	1445
6874794	1532	1450
6884823	1534	1455
6894813	1536	1455
6914792	1536	1460
6924794	1536	1460
